<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FXRU [TQTF],Daily,20170914,000000,641.000000,641.000000,636.000000,637.000000,2560.000000
FXRU [TQTF],Daily,20170915,000000,638.000000,641.000000,636.000000,640.000000,1590.000000
FXRU [TQTF],Daily,20170918,000000,636.000000,645.000000,635.000000,645.000000,1110.000000
FXRU [TQTF],Daily,20170919,000000,646.000000,647.000000,642.000000,647.000000,1680.000000
FXRU [TQTF],Daily,20170920,000000,642.000000,646.000000,640.000000,640.000000,1220.000000
FXRU [TQTF],Daily,20170921,000000,643.000000,646.000000,641.000000,644.000000,1510.000000
FXRU [TQTF],Daily,20170922,000000,641.000000,646.000000,637.000000,639.000000,1450.000000
FXRU [TQTF],Daily,20170925,000000,638.000000,639.000000,635.000000,639.000000,1330.000000
FXRU [TQTF],Daily,20170926,000000,636.000000,640.000000,634.000000,639.000000,2790.000000
FXRU [TQTF],Daily,20170927,000000,640.000000,642.000000,638.000000,640.000000,3890.000000
FXRU [TQTF],Daily,20170928,000000,644.000000,647.000000,640.000000,642.000000,4420.000000
FXRU [TQTF],Daily,20170929,000000,643.000000,643.000000,635.000000,635.000000,2050.000000
FXRU [TQTF],Daily,20171002,000000,640.000000,641.000000,636.000000,641.000000,3970.000000
FXRU [TQTF],Daily,20171003,000000,638.000000,643.000000,637.000000,641.000000,13220.000000
FXRU [TQTF],Daily,20171004,000000,639.000000,641.000000,634.000000,637.000000,6340.000000
FXRU [TQTF],Daily,20171005,000000,636.000000,637.000000,635.000000,636.000000,4590.000000
FXRU [TQTF],Daily,20171006,000000,636.000000,643.000000,636.000000,643.000000,1850.000000
FXRU [TQTF],Daily,20171009,000000,644.000000,645.000000,643.000000,643.000000,780.000000
FXRU [TQTF],Daily,20171010,000000,641.000000,644.000000,639.000000,640.000000,2010.000000
FXRU [TQTF],Daily,20171011,000000,641.000000,642.000000,639.000000,642.000000,4200.000000
FXRU [TQTF],Daily,20171012,000000,639.000000,642.000000,639.000000,641.000000,1760.000000
FXRU [TQTF],Daily,20171013,000000,640.000000,644.000000,634.000000,635.000000,2870.000000
FXRU [TQTF],Daily,20171016,000000,643.000000,643.000000,630.000000,637.000000,5110.000000
FXRU [TQTF],Daily,20171017,000000,635.000000,638.000000,635.000000,637.000000,3400.000000
FXRU [TQTF],Daily,20171018,000000,638.000000,638.000000,633.000000,635.000000,37670.000000
FXRU [TQTF],Daily,20171019,000000,635.000000,639.000000,635.000000,636.000000,3050.000000
FXRU [TQTF],Daily,20171020,000000,634.000000,639.000000,634.000000,635.000000,4220.000000
FXRU [TQTF],Daily,20171023,000000,634.000000,638.000000,634.000000,638.000000,3350.000000
FXRU [TQTF],Daily,20171024,000000,637.000000,638.000000,633.000000,638.000000,15600.000000
FXRU [TQTF],Daily,20171025,000000,636.000000,638.000000,635.000000,638.000000,880.000000
FXRU [TQTF],Daily,20171026,000000,638.000000,641.000000,638.000000,638.000000,1090.000000
FXRU [TQTF],Daily,20171027,000000,641.000000,645.000000,639.000000,639.000000,4230.000000
FXRU [TQTF],Daily,20171030,000000,640.000000,640.000000,638.000000,640.000000,430.000000
FXRU [TQTF],Daily,20171031,000000,639.000000,647.000000,639.000000,643.000000,2330.000000
FXRU [TQTF],Daily,20171101,000000,646.000000,646.000000,642.000000,642.000000,2010.000000
FXRU [TQTF],Daily,20171102,000000,643.000000,647.000000,641.000000,643.000000,1150.000000
FXRU [TQTF],Daily,20171103,000000,644.000000,653.000000,642.000000,650.000000,4850.000000
FXRU [TQTF],Daily,20171107,000000,647.000000,655.000000,645.000000,650.000000,4470.000000
FXRU [TQTF],Daily,20171108,000000,657.000000,658.000000,652.000000,652.000000,4290.000000
FXRU [TQTF],Daily,20171109,000000,654.000000,658.000000,652.000000,652.000000,2860.000000
FXRU [TQTF],Daily,20171110,000000,655.000000,658.000000,648.000000,651.000000,3590.000000
FXRU [TQTF],Daily,20171113,000000,654.000000,659.000000,653.000000,657.000000,2010.000000
FXRU [TQTF],Daily,20171114,000000,659.000000,666.000000,658.000000,666.000000,8110.000000
FXRU [TQTF],Daily,20171115,000000,669.000000,670.000000,665.000000,665.000000,6720.000000
FXRU [TQTF],Daily,20171116,000000,666.000000,667.000000,660.000000,661.000000,6970.000000
FXRU [TQTF],Daily,20171117,000000,660.000000,663.000000,659.000000,659.000000,2480.000000
FXRU [TQTF],Daily,20171120,000000,659.000000,662.000000,655.000000,661.000000,8690.000000
FXRU [TQTF],Daily,20171121,000000,660.000000,661.000000,655.000000,655.000000,2320.000000
FXRU [TQTF],Daily,20171122,000000,657.000000,657.000000,650.000000,653.000000,3220.000000
FXRU [TQTF],Daily,20171123,000000,651.000000,652.000000,648.000000,650.000000,2140.000000
FXRU [TQTF],Daily,20171124,000000,651.000000,652.000000,649.000000,651.000000,5080.000000
FXRU [TQTF],Daily,20171127,000000,651.000000,651.000000,646.000000,649.000000,4100.000000
FXRU [TQTF],Daily,20171128,000000,649.000000,657.000000,649.000000,651.000000,8110.000000
FXRU [TQTF],Daily,20171129,000000,650.000000,652.000000,649.000000,652.000000,710.000000
FXRU [TQTF],Daily,20171130,000000,653.000000,655.000000,650.000000,652.000000,5630.000000
FXRU [TQTF],Daily,20171201,000000,653.000000,656.000000,652.000000,653.000000,2930.000000
FXRU [TQTF],Daily,20171204,000000,656.000000,657.000000,654.000000,656.000000,2570.000000
FXRU [TQTF],Daily,20171205,000000,655.000000,655.000000,652.000000,654.000000,12540.000000
FXRU [TQTF],Daily,20171206,000000,654.000000,658.000000,653.000000,654.000000,5400.000000
FXRU [TQTF],Daily,20171207,000000,657.000000,659.000000,657.000000,659.000000,1740.000000
FXRU [TQTF],Daily,20171208,000000,658.000000,660.000000,657.000000,658.000000,2380.000000
FXRU [TQTF],Daily,20171211,000000,659.000000,660.000000,657.000000,657.000000,2530.000000
FXRU [TQTF],Daily,20171212,000000,655.000000,659.000000,651.000000,657.000000,6150.000000
FXRU [TQTF],Daily,20171213,000000,655.000000,657.000000,652.000000,653.000000,4050.000000
FXRU [TQTF],Daily,20171214,000000,651.000000,655.000000,650.000000,655.000000,4530.000000
FXRU [TQTF],Daily,20171215,000000,652.000000,656.000000,651.000000,655.000000,6630.000000
FXRU [TQTF],Daily,20171218,000000,651.000000,653.000000,648.000000,652.000000,5660.000000
FXRU [TQTF],Daily,20171219,000000,650.000000,653.000000,649.000000,653.000000,3280.000000
FXRU [TQTF],Daily,20171220,000000,653.000000,653.000000,649.000000,652.000000,5440.000000
FXRU [TQTF],Daily,20171221,000000,652.000000,653.000000,648.000000,648.000000,7200.000000
FXRU [TQTF],Daily,20171222,000000,650.000000,650.000000,645.000000,648.000000,5820.000000
FXRU [TQTF],Daily,20171225,000000,648.000000,649.000000,643.000000,644.000000,16300.000000
FXRU [TQTF],Daily,20171226,000000,647.000000,651.000000,639.000000,641.000000,10140.000000
FXRU [TQTF],Daily,20171227,000000,640.000000,646.000000,637.000000,644.000000,9250.000000
FXRU [TQTF],Daily,20171228,000000,643.000000,648.000000,640.000000,643.000000,10040.000000
FXRU [TQTF],Daily,20171229,000000,644.000000,650.000000,642.000000,644.000000,7490.000000
FXRU [TQTF],Daily,20180103,000000,643.000000,644.000000,638.000000,641.000000,1390.000000
FXRU [TQTF],Daily,20180104,000000,641.000000,641.000000,636.000000,639.000000,1280.000000
FXRU [TQTF],Daily,20180105,000000,638.000000,640.000000,635.000000,637.000000,3060.000000
FXRU [TQTF],Daily,20180109,000000,638.000000,640.000000,636.000000,638.000000,4480.000000
FXRU [TQTF],Daily,20180110,000000,636.000000,638.000000,635.000000,637.000000,3690.000000
FXRU [TQTF],Daily,20180111,000000,635.000000,638.000000,634.000000,635.000000,3260.000000
FXRU [TQTF],Daily,20180112,000000,634.000000,636.000000,630.000000,634.000000,7250.000000
FXRU [TQTF],Daily,20180115,000000,640.000000,640.000000,630.000000,633.000000,3180.000000
FXRU [TQTF],Daily,20180116,000000,632.000000,639.000000,631.000000,633.000000,3820.000000
FXRU [TQTF],Daily,20180117,000000,636.000000,637.000000,633.000000,636.000000,3590.000000
FXRU [TQTF],Daily,20180118,000000,640.000000,641.000000,633.000000,633.000000,10330.000000
FXRU [TQTF],Daily,20180119,000000,632.000000,635.000000,631.000000,634.000000,3690.000000
FXRU [TQTF],Daily,20180122,000000,635.000000,635.000000,628.000000,633.000000,23200.000000
FXRU [TQTF],Daily,20180123,000000,631.000000,633.000000,627.000000,633.000000,11820.000000
FXRU [TQTF],Daily,20180124,000000,632.000000,632.000000,628.000000,630.000000,13650.000000
FXRU [TQTF],Daily,20180125,000000,629.000000,629.000000,624.000000,626.000000,12480.000000
FXRU [TQTF],Daily,20180126,000000,627.000000,629.000000,623.000000,628.000000,10740.000000
FXRU [TQTF],Daily,20180129,000000,629.000000,631.000000,626.000000,631.000000,9380.000000
FXRU [TQTF],Daily,20180130,000000,630.000000,630.000000,622.000000,627.000000,3310.000000
FXRU [TQTF],Daily,20180131,000000,627.000000,630.000000,627.000000,629.000000,900.000000
FXRU [TQTF],Daily,20180201,000000,628.000000,631.000000,626.000000,627.000000,3830.000000
FXRU [TQTF],Daily,20180202,000000,626.000000,633.000000,626.000000,631.000000,4210.000000
FXRU [TQTF],Daily,20180205,000000,632.000000,638.000000,630.000000,636.000000,10040.000000
FXRU [TQTF],Daily,20180206,000000,639.000000,641.000000,636.000000,639.000000,10540.000000
FXRU [TQTF],Daily,20180207,000000,637.000000,638.000000,634.000000,638.000000,8470.000000
FXRU [TQTF],Daily,20180208,000000,639.000000,646.000000,639.000000,645.000000,6540.000000
FXRU [TQTF],Daily,20180209,000000,645.000000,650.000000,645.000000,647.000000,23070.000000
FXRU [TQTF],Daily,20180212,000000,646.000000,647.000000,643.000000,645.000000,2450.000000
FXRU [TQTF],Daily,20180213,000000,644.000000,645.000000,641.000000,645.000000,1440.000000
FXRU [TQTF],Daily,20180214,000000,644.000000,644.000000,635.000000,635.000000,5940.000000
FXRU [TQTF],Daily,20180215,000000,634.000000,634.000000,627.000000,629.000000,7790.000000
FXRU [TQTF],Daily,20180216,000000,628.000000,629.000000,624.000000,626.000000,10770.000000
FXRU [TQTF],Daily,20180219,000000,628.000000,630.000000,625.000000,625.000000,7240.000000
FXRU [TQTF],Daily,20180220,000000,630.000000,632.000000,626.000000,629.000000,4800.000000
FXRU [TQTF],Daily,20180221,000000,630.000000,630.000000,628.000000,630.000000,3100.000000
FXRU [TQTF],Daily,20180222,000000,631.000000,631.000000,627.000000,630.000000,4490.000000
FXRU [TQTF],Daily,20180226,000000,638.000000,638.000000,622.000000,625.000000,9110.000000
FXRU [TQTF],Daily,20180227,000000,624.000000,627.000000,618.000000,626.000000,7060.000000
FXRU [TQTF],Daily,20180228,000000,629.000000,630.000000,625.000000,628.000000,4140.000000
FXRU [TQTF],Daily,20180301,000000,629.000000,635.000000,629.000000,632.000000,4480.000000
FXRU [TQTF],Daily,20180302,000000,635.000000,640.000000,630.000000,639.000000,5930.000000
FXRU [TQTF],Daily,20180305,000000,635.000000,639.000000,633.000000,635.000000,4340.000000
FXRU [TQTF],Daily,20180306,000000,633.000000,633.000000,628.000000,628.000000,4280.000000
FXRU [TQTF],Daily,20180307,000000,630.000000,636.000000,630.000000,633.000000,1550.000000
FXRU [TQTF],Daily,20180309,000000,637.000000,637.000000,634.000000,634.000000,1100.000000
FXRU [TQTF],Daily,20180312,000000,633.000000,635.000000,630.000000,635.000000,3590.000000
FXRU [TQTF],Daily,20180313,000000,635.000000,635.000000,631.000000,634.000000,7710.000000
FXRU [TQTF],Daily,20180314,000000,637.000000,639.000000,632.000000,636.000000,28480.000000
FXRU [TQTF],Daily,20180315,000000,638.000000,642.000000,634.000000,640.000000,33890.000000
FXRU [TQTF],Daily,20180316,000000,640.000000,643.000000,638.000000,642.000000,9510.000000
FXRU [TQTF],Daily,20180319,000000,642.000000,646.000000,638.000000,644.000000,16880.000000
FXRU [TQTF],Daily,20180320,000000,641.000000,644.000000,638.000000,639.000000,3510.000000
FXRU [TQTF],Daily,20180321,000000,639.000000,640.000000,635.000000,635.000000,1240.000000
FXRU [TQTF],Daily,20180322,000000,633.000000,634.000000,630.000000,634.000000,6610.000000
FXRU [TQTF],Daily,20180323,000000,632.000000,636.000000,632.000000,633.000000,2960.000000
FXRU [TQTF],Daily,20180326,000000,634.000000,637.000000,631.000000,635.000000,19120.000000
FXRU [TQTF],Daily,20180327,000000,635.000000,639.000000,633.000000,638.000000,2210.000000
FXRU [TQTF],Daily,20180328,000000,640.000000,642.000000,637.000000,642.000000,8660.000000
FXRU [TQTF],Daily,20180329,000000,640.000000,642.000000,636.000000,636.000000,19580.000000
FXRU [TQTF],Daily,20180330,000000,637.000000,639.000000,635.000000,638.000000,10140.000000
FXRU [TQTF],Daily,20180402,000000,637.000000,640.000000,636.000000,637.000000,3530.000000
FXRU [TQTF],Daily,20180403,000000,638.000000,640.000000,638.000000,638.000000,930.000000
FXRU [TQTF],Daily,20180404,000000,639.000000,643.000000,638.000000,639.000000,3050.000000
FXRU [TQTF],Daily,20180405,000000,638.000000,640.000000,637.000000,640.000000,15870.000000
FXRU [TQTF],Daily,20180406,000000,641.000000,644.000000,640.000000,644.000000,44410.000000
FXRU [TQTF],Daily,20180409,000000,644.000000,659.000000,644.000000,654.000000,59400.000000
FXRU [TQTF],Daily,20180410,000000,646.000000,691.000000,646.000000,670.000000,70580.000000
FXRU [TQTF],Daily,20180411,000000,672.000000,698.000000,668.000000,682.000000,45640.000000
FXRU [TQTF],Daily,20180412,000000,680.000000,680.000000,660.000000,665.000000,11610.000000
FXRU [TQTF],Daily,20180413,000000,666.000000,675.000000,660.000000,670.000000,27610.000000
FXRU [TQTF],Daily,20180416,000000,679.000000,679.000000,665.000000,671.000000,5390.000000
FXRU [TQTF],Daily,20180417,000000,657.000000,668.000000,655.000000,662.000000,5930.000000
FXRU [TQTF],Daily,20180418,000000,663.000000,667.000000,659.000000,661.000000,12530.000000
FXRU [TQTF],Daily,20180419,000000,658.000000,663.000000,656.000000,661.000000,4350.000000
FXRU [TQTF],Daily,20180420,000000,662.000000,667.000000,662.000000,666.000000,7330.000000
FXRU [TQTF],Daily,20180423,000000,667.000000,674.000000,666.000000,669.000000,8070.000000
FXRU [TQTF],Daily,20180424,000000,670.000000,672.000000,668.000000,671.000000,2250.000000
FXRU [TQTF],Daily,20180425,000000,659.000000,683.000000,656.000000,679.000000,5920.000000
FXRU [TQTF],Daily,20180426,000000,680.000000,686.000000,677.000000,684.000000,4090.000000
FXRU [TQTF],Daily,20180427,000000,684.000000,685.000000,673.000000,673.000000,6950.000000
FXRU [TQTF],Daily,20180428,000000,674.000000,680.000000,674.000000,679.000000,2430.000000
FXRU [TQTF],Daily,20180430,000000,681.000000,688.000000,681.000000,685.000000,1590.000000
FXRU [TQTF],Daily,20180502,000000,690.000000,699.000000,690.000000,695.000000,3430.000000
FXRU [TQTF],Daily,20180503,000000,692.000000,692.000000,685.000000,688.000000,18530.000000
FXRU [TQTF],Daily,20180504,000000,687.000000,687.000000,678.000000,681.000000,4190.000000
FXRU [TQTF],Daily,20180507,000000,680.000000,683.000000,677.000000,679.000000,2630.000000
FXRU [TQTF],Daily,20180508,000000,679.000000,687.000000,679.000000,685.000000,22860.000000
FXRU [TQTF],Daily,20180510,000000,680.000000,680.000000,668.000000,670.000000,7900.000000
FXRU [TQTF],Daily,20180511,000000,671.000000,671.000000,666.000000,669.000000,1980.000000
FXRU [TQTF],Daily,20180514,000000,669.000000,671.000000,668.000000,671.000000,3510.000000
FXRU [TQTF],Daily,20180515,000000,670.000000,679.000000,669.000000,677.000000,3610.000000
FXRU [TQTF],Daily,20180516,000000,674.000000,676.000000,669.000000,669.000000,4840.000000
FXRU [TQTF],Daily,20180517,000000,667.000000,671.000000,667.000000,669.000000,2290.000000
FXRU [TQTF],Daily,20180518,000000,675.000000,677.000000,667.000000,675.000000,5950.000000
FXRU [TQTF],Daily,20180521,000000,677.000000,678.000000,668.000000,668.000000,1750.000000
FXRU [TQTF],Daily,20180522,000000,666.000000,666.000000,659.000000,661.000000,3060.000000
FXRU [TQTF],Daily,20180523,000000,665.000000,669.000000,663.000000,665.000000,2200.000000
FXRU [TQTF],Daily,20180524,000000,667.000000,669.000000,663.000000,669.000000,1740.000000
FXRU [TQTF],Daily,20180525,000000,668.000000,676.000000,668.000000,676.000000,5240.000000
FXRU [TQTF],Daily,20180528,000000,678.000000,680.000000,674.000000,676.000000,6870.000000
FXRU [TQTF],Daily,20180529,000000,680.000000,681.000000,675.000000,679.000000,5700.000000
FXRU [TQTF],Daily,20180530,000000,678.000000,680.000000,674.000000,678.000000,1830.000000
FXRU [TQTF],Daily,20180531,000000,676.000000,678.000000,673.000000,677.000000,1030.000000
FXRU [TQTF],Daily,20180601,000000,677.000000,679.000000,673.000000,677.000000,1640.000000
FXRU [TQTF],Daily,20180604,000000,674.000000,675.000000,670.000000,675.000000,3060.000000
FXRU [TQTF],Daily,20180605,000000,674.000000,679.000000,672.000000,678.000000,6400.000000
FXRU [TQTF],Daily,20180606,000000,674.000000,677.000000,674.000000,674.000000,1400.000000
FXRU [TQTF],Daily,20180607,000000,674.000000,679.000000,672.000000,679.000000,2220.000000
FXRU [TQTF],Daily,20180608,000000,681.000000,686.000000,677.000000,677.000000,6860.000000
FXRU [TQTF],Daily,20180609,000000,677.000000,683.000000,676.000000,683.000000,1770.000000
FXRU [TQTF],Daily,20180611,000000,697.000000,697.000000,679.000000,681.000000,600.000000
FXRU [TQTF],Daily,20180613,000000,686.000000,688.000000,678.000000,681.000000,3770.000000
FXRU [TQTF],Daily,20180614,000000,681.000000,681.000000,675.000000,677.000000,2270.000000
FXRU [TQTF],Daily,20180615,000000,683.000000,689.000000,679.000000,686.000000,3590.000000
FXRU [TQTF],Daily,20180618,000000,688.000000,694.000000,686.000000,693.000000,25600.000000
FXRU [TQTF],Daily,20180619,000000,695.000000,697.000000,690.000000,690.000000,6720.000000
FXRU [TQTF],Daily,20180620,000000,693.000000,693.000000,689.000000,690.000000,1680.000000
FXRU [TQTF],Daily,20180621,000000,694.000000,695.000000,691.000000,693.000000,2780.000000
FXRU [TQTF],Daily,20180622,000000,687.000000,690.000000,685.000000,685.000000,5040.000000
FXRU [TQTF],Daily,20180625,000000,683.000000,688.000000,683.000000,684.000000,1840.000000
FXRU [TQTF],Daily,20180626,000000,684.000000,690.000000,682.000000,688.000000,3440.000000
FXRU [TQTF],Daily,20180627,000000,689.000000,692.000000,684.000000,684.000000,3920.000000
FXRU [TQTF],Daily,20180628,000000,690.000000,692.000000,686.000000,687.000000,1870.000000
FXRU [TQTF],Daily,20180629,000000,686.000000,688.000000,683.000000,685.000000,3580.000000
FXRU [TQTF],Daily,20180702,000000,688.000000,692.000000,688.000000,692.000000,1680.000000
FXRU [TQTF],Daily,20180703,000000,691.000000,693.000000,689.000000,692.000000,2960.000000
FXRU [TQTF],Daily,20180704,000000,692.000000,695.000000,690.000000,695.000000,2130.000000
FXRU [TQTF],Daily,20180705,000000,695.000000,695.000000,692.000000,692.000000,5390.000000
FXRU [TQTF],Daily,20180706,000000,696.000000,697.000000,683.000000,692.000000,9780.000000
FXRU [TQTF],Daily,20180709,000000,692.000000,693.000000,687.000000,690.000000,3740.000000
FXRU [TQTF],Daily,20180710,000000,688.000000,691.000000,685.000000,685.000000,5660.000000
FXRU [TQTF],Daily,20180711,000000,691.000000,691.000000,681.000000,684.000000,8040.000000
FXRU [TQTF],Daily,20180712,000000,688.000000,688.000000,682.000000,687.000000,2890.000000
FXRU [TQTF],Daily,20180713,000000,686.000000,688.000000,684.000000,684.000000,3240.000000
FXRU [TQTF],Daily,20180716,000000,686.000000,689.000000,684.000000,685.000000,7890.000000
FXRU [TQTF],Daily,20180717,000000,688.000000,692.000000,686.000000,690.000000,2640.000000
FXRU [TQTF],Daily,20180718,000000,694.000000,698.000000,689.000000,693.000000,2460.000000
FXRU [TQTF],Daily,20180719,000000,697.000000,700.000000,694.000000,699.000000,3310.000000
FXRU [TQTF],Daily,20180720,000000,700.000000,701.000000,696.000000,701.000000,9420.000000
FXRU [TQTF],Daily,20180723,000000,699.000000,699.000000,694.000000,696.000000,2830.000000
FXRU [TQTF],Daily,20180724,000000,695.000000,700.000000,690.000000,692.000000,25360.000000
FXRU [TQTF],Daily,20180725,000000,695.000000,695.000000,689.000000,694.000000,3010.000000
FXRU [TQTF],Daily,20180726,000000,694.000000,695.000000,690.000000,693.000000,3430.000000
FXRU [TQTF],Daily,20180727,000000,692.000000,695.000000,691.000000,692.000000,4330.000000
FXRU [TQTF],Daily,20180730,000000,691.000000,693.000000,687.000000,687.000000,6760.000000
FXRU [TQTF],Daily,20180731,000000,688.000000,690.000000,686.000000,687.000000,2640.000000
FXRU [TQTF],Daily,20180801,000000,689.000000,693.000000,687.000000,693.000000,1810.000000
FXRU [TQTF],Daily,20180802,000000,694.000000,699.000000,693.000000,697.000000,5080.000000
FXRU [TQTF],Daily,20180803,000000,697.000000,698.000000,691.000000,695.000000,3570.000000
FXRU [TQTF],Daily,20180806,000000,695.000000,700.000000,694.000000,700.000000,8380.000000
FXRU [TQTF],Daily,20180807,000000,698.000000,699.000000,693.000000,696.000000,34440.000000
FXRU [TQTF],Daily,20180808,000000,700.000000,708.000000,696.000000,705.000000,32580.000000
FXRU [TQTF],Daily,20180809,000000,710.000000,738.000000,706.000000,716.000000,9690.000000
FXRU [TQTF],Daily,20180810,000000,719.000000,727.000000,716.000000,725.000000,9020.000000
FXRU [TQTF],Daily,20180813,000000,730.000000,734.000000,722.000000,728.000000,10370.000000
FXRU [TQTF],Daily,20180814,000000,720.000000,721.000000,714.000000,717.000000,40070.000000
FXRU [TQTF],Daily,20180815,000000,717.000000,731.000000,713.000000,727.000000,4020.000000
FXRU [TQTF],Daily,20180816,000000,722.000000,725.000000,718.000000,722.000000,14480.000000
FXRU [TQTF],Daily,20180817,000000,720.000000,729.000000,718.000000,725.000000,16520.000000
FXRU [TQTF],Daily,20180820,000000,734.000000,735.000000,718.000000,722.000000,4930.000000
FXRU [TQTF],Daily,20180821,000000,719.000000,728.000000,718.000000,723.000000,5890.000000
FXRU [TQTF],Daily,20180822,000000,725.000000,733.000000,724.000000,730.000000,5090.000000
FXRU [TQTF],Daily,20180823,000000,729.000000,741.000000,727.000000,734.000000,7100.000000
FXRU [TQTF],Daily,20180824,000000,740.000000,740.000000,723.000000,726.000000,4350.000000
FXRU [TQTF],Daily,20180827,000000,726.000000,728.000000,721.000000,721.000000,3070.000000
FXRU [TQTF],Daily,20180828,000000,720.000000,731.000000,720.000000,731.000000,3610.000000
FXRU [TQTF],Daily,20180829,000000,730.000000,738.000000,730.000000,735.000000,6370.000000
FXRU [TQTF],Daily,20180830,000000,724.000000,738.000000,724.000000,738.000000,5200.000000
FXRU [TQTF],Daily,20180831,000000,739.000000,739.000000,729.000000,733.000000,5880.000000
FXRU [TQTF],Daily,20180903,000000,730.000000,739.000000,730.000000,738.000000,3900.000000
FXRU [TQTF],Daily,20180904,000000,740.000000,743.000000,737.000000,738.000000,2640.000000
FXRU [TQTF],Daily,20180905,000000,737.000000,744.000000,737.000000,740.000000,5610.000000
FXRU [TQTF],Daily,20180906,000000,741.000000,750.000000,737.000000,750.000000,5000.000000
FXRU [TQTF],Daily,20180907,000000,742.000000,759.000000,742.000000,752.000000,6610.000000
FXRU [TQTF],Daily,20180910,000000,761.000000,761.000000,752.000000,758.000000,10220.000000
FXRU [TQTF],Daily,20180911,000000,765.000000,771.000000,752.000000,752.000000,11420.000000
FXRU [TQTF],Daily,20180912,000000,757.000000,757.000000,739.000000,739.000000,9530.000000
FXRU [TQTF],Daily,20180913,000000,752.000000,752.000000,735.000000,740.000000,25180.000000
FXRU [TQTF],Daily,20180914,000000,741.000000,743.000000,730.000000,737.000000,15200.000000
FXRU [TQTF],Daily,20180917,000000,752.000000,752.000000,734.000000,738.000000,9120.000000
FXRU [TQTF],Daily,20180918,000000,737.000000,737.000000,728.000000,732.000000,4800.000000
FXRU [TQTF],Daily,20180919,000000,723.000000,733.000000,723.000000,723.000000,6500.000000
FXRU [TQTF],Daily,20180920,000000,723.000000,724.000000,718.000000,723.000000,9710.000000
FXRU [TQTF],Daily,20180921,000000,722.000000,727.000000,719.000000,726.000000,4140.000000
FXRU [TQTF],Daily,20180924,000000,729.000000,729.000000,715.000000,715.000000,7780.000000
FXRU [TQTF],Daily,20180925,000000,721.000000,721.000000,715.000000,716.000000,4180.000000
FXRU [TQTF],Daily,20180926,000000,714.000000,723.000000,714.000000,723.000000,3280.000000
FXRU [TQTF],Daily,20180927,000000,719.000000,722.000000,717.000000,720.000000,7780.000000
FXRU [TQTF],Daily,20180928,000000,717.000000,722.000000,714.000000,719.000000,6090.000000
FXRU [TQTF],Daily,20181001,000000,729.000000,729.000000,714.000000,719.000000,5840.000000
FXRU [TQTF],Daily,20181002,000000,717.000000,721.000000,714.000000,719.000000,6260.000000
FXRU [TQTF],Daily,20181003,000000,720.000000,724.000000,716.000000,723.000000,2740.000000
FXRU [TQTF],Daily,20181004,000000,728.000000,735.000000,725.000000,734.000000,4920.000000
FXRU [TQTF],Daily,20181005,000000,734.000000,734.000000,726.000000,731.000000,4780.000000
FXRU [TQTF],Daily,20181008,000000,735.000000,735.000000,727.000000,727.000000,5930.000000
FXRU [TQTF],Daily,20181009,000000,728.000000,732.000000,724.000000,728.000000,4600.000000
FXRU [TQTF],Daily,20181010,000000,722.000000,731.000000,718.000000,728.000000,6860.000000
FXRU [TQTF],Daily,20181011,000000,732.000000,732.000000,723.000000,724.000000,5300.000000
FXRU [TQTF],Daily,20181012,000000,724.000000,728.000000,719.000000,728.000000,4520.000000
FXRU [TQTF],Daily,20181015,000000,723.000000,723.000000,715.000000,721.000000,5440.000000
FXRU [TQTF],Daily,20181016,000000,717.000000,721.000000,717.000000,717.000000,3140.000000
FXRU [TQTF],Daily,20181017,000000,718.000000,722.000000,716.000000,720.000000,14870.000000
FXRU [TQTF],Daily,20181018,000000,728.000000,734.000000,717.000000,723.000000,4550.000000
FXRU [TQTF],Daily,20181019,000000,720.000000,726.000000,718.000000,720.000000,3410.000000
FXRU [TQTF],Daily,20181022,000000,729.000000,729.000000,714.000000,717.000000,6220.000000
FXRU [TQTF],Daily,20181023,000000,723.000000,723.000000,714.000000,719.000000,3560.000000
FXRU [TQTF],Daily,20181024,000000,722.000000,726.000000,717.000000,722.000000,8680.000000
FXRU [TQTF],Daily,20181025,000000,719.000000,725.000000,719.000000,722.000000,4950.000000
FXRU [TQTF],Daily,20181026,000000,724.000000,725.000000,721.000000,724.000000,6400.000000
FXRU [TQTF],Daily,20181029,000000,726.000000,727.000000,719.000000,724.000000,7130.000000
FXRU [TQTF],Daily,20181030,000000,724.000000,725.000000,720.000000,720.000000,6200.000000
FXRU [TQTF],Daily,20181031,000000,723.000000,729.000000,723.000000,723.000000,3000.000000
FXRU [TQTF],Daily,20181101,000000,724.000000,728.000000,723.000000,725.000000,2670.000000
FXRU [TQTF],Daily,20181102,000000,729.000000,732.000000,724.000000,732.000000,5620.000000
FXRU [TQTF],Daily,20181106,000000,728.000000,732.000000,727.000000,731.000000,5210.000000
FXRU [TQTF],Daily,20181107,000000,734.000000,735.000000,729.000000,733.000000,20870.000000
FXRU [TQTF],Daily,20181108,000000,735.000000,737.000000,730.000000,737.000000,22820.000000
FXRU [TQTF],Daily,20181109,000000,737.000000,758.000000,735.000000,747.000000,9220.000000
FXRU [TQTF],Daily,20181112,000000,754.000000,754.000000,742.000000,747.000000,8170.000000
FXRU [TQTF],Daily,20181113,000000,749.000000,751.000000,745.000000,749.000000,6080.000000
